access_id,is_anomaly,anomaly_type,severity,explanation
ACC-001150,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001151,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001152,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Infrastructure_DB at 05:39 (outside 8-20 hours).
ACC-001153,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001154,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001155,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity Payroll_System. Equipment policy violation.
ACC-001156,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001157,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 185.135.85.234) using Custom_ETL. Not matching registered equipment.
ACC-001158,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001159,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001160,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed Payroll_System (restricted sensitivity) — not in approved assets.
ACC-001161,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 196238 records bulk exported from Legal_Documents at 03:20 to external_email. Weak auth (API_Key), geo: New_York."
ACC-001162,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001163,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001164,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001165,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001166,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001167,True,EXFILTRATION_RISK,CRITICAL,Exported 1375 records from Executive_Dashboard to personal_device. High exfiltration risk.
ACC-001168,True,CROSS_DEPT_ACCESS,MEDIUM,Marketing employee accessed Employee_Records (restricted sensitivity) — not in approved assets.
ACC-001169,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001170,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001171,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Compliance_DB at 22:17 (outside 7-22 hours).
ACC-001172,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Caracas (IP: 91.2.123.41). Part of burst pattern.
ACC-001173,True,EXFILTRATION_RISK,CRITICAL,Exported 387 records from Payroll_System to usb_drive. High exfiltration risk.
ACC-001174,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001175,True,BULK_EXPORT,HIGH,Exported 78682 records from AP_System (avg is 1418). Volume is 55x normal.
ACC-001176,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001177,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Legal_Documents after extended dormancy.
ACC-001178,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001179,True,BULK_EXPORT,HIGH,Exported 80220 records from All_Financial (avg is 1029). Volume is 78x normal.
ACC-001180,True,EXFILTRATION_RISK,CRITICAL,Exported 655 records from Payroll_System to external_email. High exfiltration risk.
ACC-001181,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed Contract_Repository (high sensitivity) — not in approved assets.
ACC-001182,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Unknown_VPN (IP: 45.118.94.13). Part of burst pattern.
ACC-001183,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001184,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001185,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed SIEM_Dashboard (medium). Exceeds privilege level.
ACC-001186,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001187,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Frankfurt (IP: 10.26.91.93). Part of burst pattern.
ACC-001188,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001189,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001190,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 197711 records bulk exported from Compliance_DB at 04:16 to cloud_storage. Weak auth (Password_Only), geo: Tor_Exit_Node."
ACC-001191,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001192,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001193,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-001194,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed All_Financial (restricted). Exceeds privilege level.
ACC-001195,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Tor_Exit_Node (IP: 45.141.105.91). Part of burst pattern.
ACC-001196,True,EXFILTRATION_RISK,CRITICAL,Exported 917 records from Customer_Vault to usb_drive. High exfiltration risk.
ACC-001197,True,EXFILTRATION_RISK,CRITICAL,Exported 1225 records from Contract_Repository to external_email. High exfiltration risk.
ACC-001198,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Legal_Documents. Equipment policy violation.
ACC-001199,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Singapore (IP: 10.12.37.217). Part of burst pattern.
